c000
1
6
13
3
6
1
3
64
6
42
1
2
3
197
5
92
2
10
22
11
1
2
2
1
3
1
101
13
1
1
4
14
5
334
1
5
2
1
1
2
9
7
5
10
1
17
22
1
160
3
2
1
100
131
3
22
3
1
67
13
1
51
1
1
81
25
59
30
1
20
2
17
7
3
10
1
21
44
2
2
29
5
3
8
1
7
8
1
1
1
2
1
1
2
69
1
1
6
2
7
10
321
2
1
1
92
2
4
2
9
37
6
13
1
18
26
3
9
1
5
37
1
2
1
473
1
6
6
1
24
49
8
6
10
61
8
3
21
13
33
21
23
17
3
14
3
15
48
2
11
1
2
2
10
2
66
1
25
4
2
1
3
4
43
4
18
3
2
1
3
2
14
1
10
17
4
3
1
12
58
46
11
7
181
3
40
3
13
3
4
14
55
40
17
7
3
36
4
3
5
10
6
25
32
22
1
3
58
3
3
20
3
1
12
58
16
11
17
28
4
1
15
5
5
13
2
1
1
27
1
2
3
1
3
20
2
1
2
3
1
1
1
3
9
26
1
3
2
3
2
1
1
1
30
1
1
4
4
1
8
9
1
2
1
1
68
3
3
1
36
1
4
5
2
9
5
9
1
1
7
5
5
2
1
59
35
1
1
11
5
2
4
1
18
9
3
1
9
1
14
2
76
1
8
11
10
32
1
1
3
4
6
2
1
1
4
1
1
1
3
1
1
4
6
1
23
7
1
1
2
2
1
3
1
10
8
3
4
1
1
2
1
1
2
8
2
1
1
4
1
3
1
1
4
48
1
2
1
3
1
4
14
2
3
8
18
22
2
37
2
1
5
1
2
1
9
1
15
25
5
1
5
3
2
4
27
1
6
4
17
47
1
1
6
1
5
1
2
1
1
19
1
1
35
7
1
2
1
24
4
3
1
3
31
6
1
3
10
2
2
7
20
1
1
8
1
5
2
1
1
3
30
17
1
1
1
1
1
13
19
1
3
2
1
69
2
5
1
1
1
2
5
1
1
3
1
1
5
1
1
9
10
2
24
9
3
1
1
1
1
2
5
7
22
5
2
1
2
16
1
14
1
6
639
2
52
36
59
2
523
36
3
2
36
25
12
15
3
94
4
106
4
2
12
14
7
2
3
1
1
1
10
5
123
486
1
25
8
4
1
9
311
18
20
2
5
3
3
1
2
147
3
1
4
6
1
1
123
21
13
1
1
37
3
4
1
2
45
6
8
109
3
9
3
3
2
2
94
67
14
1
26
1
184
3
3
26
7
1
1
1
1
2
3
3
2
9
2
16
430
2
5
4
4
5
35
3
3
4
1
1
9
2
2
2
3
47
108
1
1
1
10
1
2
1
1
13
1
2
1
3
1
1
5
1
48
3
1
1
1
3
30
22
1
2
1
6
8
155
1
4
4
2
5
80
2
2
233
6
17
27
75
66
1
1
1
4
4
458
37
2
2
5
188
1
14
12
27
1
6
6
2
6
5
10
3
1
3
1
4
15
2
1
1
1
1
2
2
12
26
4
3
104
95
1
4
255
209
47
174
1
1
1
31
18
8
2
5
1
1
1
1
17
24
1
20
2
3
93
7
1
2
455
2
17
3
5
9
2
2
2000
2
14
31
17
55
15
202
61
16
14
97
4
8
1
18
10
201
3
5
1
102
2
1
1
10
1
6
2
2
229
6
1
3
4
1
2
1
237
33
39
5
12
81
5
1
1
2
1
4
1
1
3
7
1
1
7
1
1
