c000
18
15
3
90
2
11
3
117
45
684
2
5
1
2
34
6
6
41
4
7
147
30
13
20
4
7
2
1
3
12
5
7
19
45
490
1
26
10
1
2
1
1
25
9
67
45
10
1
51
7
5
36
6
1
2
2
2
4
1
30
10
25
27
16
1
175
231
7
23
18
15
24
20
1
1
6
3
21
394
6
2
3
22
1
5
58
16
4
1
1
8
15
6
1
16
1
147
15
91
86
10
1
67
2
19
14
1
54
14
85
9
11
18
2
6
91
1
15
85
14
3
39
1
1
6
4
10
3
2
44
19
17
6
31
1
8
4
49
5
9
10
2
33
4
5
79
1
1
1
6
16
1
3
8
34
5
3
1
354
2
1
5
3
21
2
79
14
13
2
4
5
62
17
14
8
23
16
4
25
8
11
12
7
9
162
1
126
7
39
18
10
254
1
7
44
2
9
1
7
1
9
11
7
4
1
6
6
23
14
9
10
15
25
40
6
5
12
2
24
23
6
8
13
22
9
2
35
4
3
23
17
21
21
12
21
19
21
84
1
4
1
7
2
13
18
7
3
9
1
13
5
14
11
6
13
10
32
3
13
13
16
3
17
1
1
9
4
7
2
4
5
2
16
30
15
14
4
12
8
5
20
3
2
1
1
43
11
5
2
5
12
82
17
2
6
11
8
19
16
15
18
8
8
24
12
7
3
16
18
8
5
1
20
27
6
4
4
14
17
10
9
10
15
6
17
15
52
40
17
8
4
2
8
6
2
8
6
20
13
8
17
3
4
5
16
14
9
9
9
3
15
1
28
9
5
8
8
29
7
12
5
5
13
9
7
7
17
4
32
9
17
7
6
14
3
6
13
19
14
12
14
21
36
10
6
1
10
9
16
18
4
16
7
5
3
9
10
39
91
8
10
2
1
27
31
15
13
26
40
5
2
33
60
8
2
7
18
3
10
36
3
17
19
12
15
13
14
19
1
13
8
8
13
1
2
42
11
11
16
11
9
8
2
11
8
7
1
18
5
14
30
1
4
4
17
2
11
12
6
14
9
4
8
5
3
1
2
18
6
18
16
30
15
19
8
7
15
18
10
7
8
27
11
12
13
17
8
12
11
12
22
7
4
29
4
34
51
29
313
103
2
3
6
21
24
44
11
25
5
2
18
8
7
1
79
3
5
3
2
11
16
5
2
5
11
112
2
40
26
260
14
4
4
1
12
5
9
2
1
3
1
1
1
1
2
5
1
1
8
2
3
2
21
10
6
5
1
2
4
28
3
79
2
7
4
1
16
2
20
19
25
16
1
4
4
9
11
27
5
42
6
6
6
10
69
2
15
189
2
5
9
2
4
11
10
12
15
28
18
9
12
1
26
47
21
35
11
9
7
124
2
1
3
17
18
17
19
6
8
308
1
16
11
17
23
9
