c000
1
546
793
3
40
4
2
31
338
2
1
48
312
6
2
4
30
18
1346
1
46
2
120
17
16
5
3
11
4
3
1
174
4
1
13
176
18
1
605
293
1
6
3
2
18
328
1
131
8
5
9
1
1
1
4
2
581
5
1
5
1
1
1
22
2
35
37
13
1
10
1
2
1
11
4
1
1
1
54
17
45
2
10
37
31
3
100
177
6
168
379
139
9
67
2
5
1
1
2
1
20
1
13
1
15
2
3
1
1
8
2
1
13
6
12
5
11
1
7
21
1
2
1
2
3
32
5
13
1
10
13
5
4
9
1
33
82
43
1
5
3
1
4
1
64
2
3
6
24
11
1
9
1
443
61
3
10
2
4
36
1
8
9
7
8
8
3
1
2
6
18
4
5
1
4
9
37
1
1
17
25
2
14
15
14
35
2
9
9
2
6
2
1
13
3
1
4
4
2
8
4
2
4
2
8
237
3
6
1
335
23
2
24
3
9
2
1
546
103
2
16
22
1
11
59
1
4
6
1
3
4
4
1
1
21
17
2
41
6
14
2
4
3
1
6
802
8
10
41
3
1
11
3
8
3
11
1
35
3
2
3
141
6
1
2
1
6
3
1
1
4
56
102
1
2
64
1
3
2
34
5
3
1
27
1
1
2
15
2
1
38
53
7
19
6
2
4
1
2
1
5
108
188
465
5
3
3
277
14
174
41
777
2
34
11
1
115
60
24
29
5
1
32
3
8
1
4
20
77
1
22
12
1
3
21
7
97
2
1
10
1
2
1
8
3
2
1
18
47
1
1
24
12
2
10
2
1
3
9
1
21
11
1
12
8
12
7
3
38
9
1
5
41
5
2
57
3
10
1
1
2
21
52
4
3
6
16
2
1
1
23
57
3
1
3
1
3
2
22
45
6
4
1
634
5
2
1
22
2
3
123
66
6
2
8
21
1
109
842
4
1
31
33
11
20
225
41
65
1
11
6
8
8
220
373
2
279
4
3
6
1
5
13
25
1
3
1
117
3
2
65
75
1
20
451
116
5
58
1
11
11
2
23
5
4
1
6
17
7
2
1
9
286
3
232
26
6
1
1
1
1
9
1
22
2
3
2
126
3
1
7
15
1
19
1
2
5
2
1
13
1
2
12
150
1
5
1
3
4
1
10
23
2
51
4
14
11
1
26
8
207
2
1
4
7
2
2
43
301
1
23
35
5
2
74
8
1
401
12
1
1
4
1
210
2
96
27
7
5
1
4
124
221
2
5
11
2
2
1
2
1
101
1
4
72
11
1
1474
29
72
2
44
1
28
7
8
131
7
1
9
13
4
38
8
1
1
1
15
3
26
64
44
16
91
74
36
91
1
106
98
27
1
11
9
2
4
1
193
2
2
4
3
10
2
3
1
2
17
178
2
1
2
172
1
2
2
3
13
9
17
14
4
23
3
11
6
2
3
87
1
1
8
6
13
1
177
21
9
3
1
11
17
47
1
1
2
17
2
14
6
1
6
15
2
1
412
2
194
61
12
7
1
85
25
33
29
1
2
1
1
15
2
120
67
8
5
1
45
4
2
1
18
9
1
75
9
61
28
172
58
54
28
37
1
34
1
4
12
108
2
31
38
17
15
245
135
42
1
28
72
34
6
1
47
6
88
46
13
2
9
99
46
4
1
172
23
6
157
2
85
3
10
27
10
5
38
5
3
10
2
1
15
2
1
1
1
118
5
2
102
161
200
19
11
1
5
6
1
3
5
1
185
19
104
2
5
48
269
5
28
63
65
2
3
72
45
13
51
15
19
14
69
14
4
18
48
183
48
20
3
26
1280
237
33
50
5
27
23
5
4
2
4
1
23
125
14
1
4
14
4
43
23
11
26
46
34
12
88
49
54
14
24
87
83
78
44
435
18
1
37
7
23
70
25
3
25
45
10
4
25
17
2
9
55
7
271
4
32
1
1
3
2
5
15
2
15
117
41
26
206
12
7
5
2
56
1
25
19
2
200
6
70
4
50
8
8
1
2
1
44
19
7
19
6
261
4
22
5
2
4
31
14
3
54
15
1
5
505
2
1
1
1
36
27
16
31
5
38
285
14
2
2
3
66
2
312
3
4
5
1
1
7
6
2
773
5
2
8
1
2
3
75
1
3
105
1
8
10
7
3
3
93
2
90
3
3
60
55
7
1
36
2
2
1
1
3
1
31
2
1
3
8
7
25
1
6
10
5
7
10
9
7
6
4
3
138
2
2
1
1
4
29
17
3
1
128
12
18
3
28
2
2
109
116
29
1
34
3
1
2
11
359
125
265
135
145
12
1
36
104
12
271
2
5
3
1
10
8
12
7
4
19
19
48
2
123
7
18
15
1
3
8
8
7
82
40
2
138
190
24
1
3
942
3
1
11
4
5
10
3
1
2
20
39
1
1
39
10
2
6
1
1
32
9
33
8
15
3
12
23
16
11
42
59
30
5
9
33
1
3
301
242
1013
32
2
30
3
21
4
23
6
78
33
17
2
1
4
1
3
1
1
3
342
65
1
4
122
125
16
8
322
4
12
1
1
39
21
2
1
9
9
350
53
52
1
2
37
2
2
1
1
1
1
4
1
2
1
6
2
181
6
2
6
8
10
25
11
130
8
1
1
4
7
6
2
40
1
32
88
2
1
1
74
35
9
31
14
217
1
1
1
69
12
48
33
3
2
4
7
195
1
24
6
5
5
8
10
8
10
57
39
11
15
1
131
112
82
5
2
35
17
9
357
8
1
10
296
1
38
3
5
54
2
1
54
1
1
4
3
27
1
30
10
2
1
2
1
109
34
164
886
97
16
321
8
9
2
185
147
6
25
1364
342
526
45
622
1
1
2
51
3
1
2
2
2
25
5
1
3
2
17
1
7
17
33
11
5
4
3
4
24
3
2
3
16
2
25
12
20
14
43
5
21
11
3
2
2
2
3
78
1
3
1
52
5
3
1
1
2
1
1
249
395
4
