c000
15
18
39
34
2
73
5
4
11
19
17
7
26
22
18
11
31
52
6
169
20
170
15
94
1
29
24
12
8
8
4
6
17
12
12
6
152
84
15
32
20
208
7
113
22
18
18
21
52
65
15
58
3
4
13
3
3
8
1
10
2
1
10
14
7
3
17
20
49
7
36
12
7
26
7
8
2
105
10
6
8
4
24
8
11
9
22
6
11
8
1
4
12
17
10
55
10
185
4
1
47
1
12
6
4
6
15
7
10
48
7
13
115
33
2
3
1
11
9
4
12
8
12
13
8
192
5
7
15
3
6
32
6
1
1
1
1
2
4
14
15
1
87
6
58
13
30
4
15
74
40
16
162
11
5
12
11
21
8
26
28
27
2
1
1
9
273
4
24
4
6
2
111
21
150
56
1
6
7
1
43
62
7
8
3
10
11
16
2
1
44
5
10
10
8
9
1
25
6
1
22
41
22
12
40
48
75
12
18
14
3
227
2
5
15
8
2
34
35
56
8
7
1
2
1
6
5
21
3
6
6
3
6
4
497
72
3
13
14
10
6
170
5
6
77
27
8
11
9
9
81
28
47
15
45
61
3
107
37
3
194
3
11
17
12
15
7
24
12
20
42
10
1
2
6
6
41
6
8
8
6
8
111
52
45
25
17
17
48
18
9
10
19
128
12
11
4
14
68
29
77
32
181
39
15
69
4
11
10
5
14
10
9
21
39
13
30
155
42
17
154
7
33
40
11
7
62
26
6
48
27
16
26
14
9
10
10
14
14
13
19
30
26
15
10
3
3
8
3
13
75
159
9
15
169
33
14
206
2
12
13
3
4
14
6
13
11
29
33
8
16
6
12
8
3
8
7
2
11
3
12
13
10
22
30
6
73
15
13
12
19
502
46
1
5
12
11
12
26
197
20
2
1
3
37
16
4
50
22
29
4
7
5
2
5
2
55
8
59
15
24
2
8
4
3
2
1
15
1
1
16
1
21
26
36
26
42
30
18
4
28
2
2
9
8
23
2
10
14
10
4
2
3
3
2
2
5
4
1
3
2
1
128
13
2
87
4
7
177
1
2
2
2
5
13
25
13
41
1
1
15
3
4
4
1
1
2
29
1
6
4
3
1
2
49
26
1
7
2
3
3
21
5
2
22
1
6
1
6
13
1
1
51
2
110
7
2
13
3
5
17
42
1
1
3
244
1
40
6
9
13
40
1
35
65
2
6
23
24
14
9
27
76
1
1
1
5
1
1
2
13
1
14
1
15
10
1
12
25
29
1
6
58
103
35
2
115
2
17
15
48
11
1
37
17
6
1
78
23
281
80
63
56
47
3
13
198
8
1
3
1
156
35
21
5
6
5
8
22
53
1
1
1
9
1
42
13
33
36
40
1
190
8
11
10
7
11
1
1
9
5
4
2
24
34
17
227
22
22
13
61
40
4
172
3
14
20
37
1
4
2
7
7
75
2
8
1
11
35
30
1
5
3
3
1
4
5
9
2
4
4
1
27
15
20
6
1
1
35
33
15
3
2
5
16
71
2
2
4
4
27
7
11
1
1
17
6
6
4
5
8
7
4
5
7
9
2
23
35
2
1
4
11
10
1
6
6
8
16
89
60
105
34
5
12
5
8
15
27
22
4
28
119
58
8
93
110
18
37
25
122
9
17
10
6
3
12
3
48
30
27
21
3
8
2
7
4
10
2
11
5
76
4
2
17
5
16
19
12
7
52
2
10
16
4
9
26
183
13
36
34
9
67
12
2
3
1
191
11
22
261
37
22
12
7
3
19
21
16
43
8
8
1
1
5
1
15
1
11
2
452
13
11
1
1
1
2
8
25
17
2
4
1
12
18
2
3
1
2
1
9
50
1
23
11
4
18
1
2
4
1
8
2
14
9
19
6
14
3
16
317
19
53
18
9
15
53
82
9
2
13
8
100
7
21
7
14
10
13
29
28
1
25
10
50
4
7
3
379
7
7
25
19
5
15
13
4
146
3
2
14
6
57
36
31
6
1
11
7
5
7
136
5
24
1
23
13
35
3
5
12
87
3
62
76
16
3
22
7
6
26
23
3
1
6
38
2
3
16
9
6
113
16
20
341
95
2
10
11
22
3
1
18
27
24
22
29
20
16
102
69
104
21
26
14
12
16
6
18
8
5
4
6
3
21
10
8
8
35
1
15
13
3
10
6
10
6
10
2
8
2
68
21
16
17
33
34
31
16
17
9
22
26
8
13
15
13
7
11
46
52
4
9
16
16
254
40
28
11
7
8
1
26
29
14
72
70
121
24
1
17
8
25
13
2
274
259
16
1
4
119
160
7
6
21
6
26
9
70
19
8
18
15
25
20
8
16
12
6
12
15
55
14
6
25
8
24
1
324
9
36
3
37
19
5
54
40
7
17
66
10
26
18
5
1
6
4
1
47
3
1
6
2
1
3
4
1
1
1
2
1
6
2
2
2
1
1
2
2
2
1
3
71
5
6
4
48
2
3
1
24
60
50
8
44
18
6
1
12
3
1
43
19
6
7
10
4
227
2
1
5
2
2
47
39
35
29
25
20
3
23
36
1
18
1
21
2
92
10
30
35
22
9
55
2
1
1
2
24
5
3
10
17
8
60
1
25
3
23
30
29
18
2
1
60
1
40
10
6
17
25
1
8
5
5
6
5
4
3
1
14
22
1
1
44
1
36
42
47
2
1
1
1
72
19
24
13
5
5
8
32
9
22
11
8
2
37
39
7
10
11
3
24
42
30
33
9
135
22
76
19
28
20
1
83
7
25
15
15
18
20
199
6
22
11
14
5
6
89
8
16
19
10
17
25
12
4
5
9
2
2
5
6
4
3
5
11
13
5
6
1
3
38
14
5
61
4
11
3
19
4
9
1
8
9
1
4
48
33
5
6
8
9
10
13
1
25
12
14
30
40
5
19
6
19
9
5
5
7
21
16
34
11
12
15
12
10
8
5
4
1
8
22
9
10
8
9
1
2
28
19
16
11
55
26
46
74
3
2
1
7
10
3
98
3
4
15
6
6
248
11
19
6
1
4
14
2
8
11
18
7
25
1
2
52
20
117
6
23
1
1
20
23
20
59
16
2
8
9
16
10
62
24
187
4
1
1
3
1
1
1
22
74
68
9
7
20
8
6
5
16
13
25
6
33
15
10
11
7
8
63
38
12
11
31
11
2
57
10
6
8
12
4
15
13
11
14
3
6
7
9
157
4
5
9
11
2
14
4
4
6
5
5
6
22
5
13
13
19
21
110
33
15
9
12
2
38
123
5
1
1
1
3
1
21
4
4
2
14
1
2
4
1
15
57
39
1
10
30
1
1
2
70
182
47
11
2
47
23
7
16
1
13
1
5
8
3
127
2
5
1
14
1
1
1
5
2
6
5
10
37
32
17
66
26
26
19
10
6
30
31
5
8
9
11
7
80
40
3
47
3
13
104
25
30
9
75
58
19
97
4
11
15
12
20
8
13
3
13
50
4
40
25
7
11
7
11
6
12
249
6
22
14
5
4
13
4
3
1
6
6
1
3
14
1
12
27
6
51
7
34
14
14
14
9
9
11
16
66
14
4
23
8
9
1
12
9
8
70
1
10
13
7
28
35
10
65
38
3
25
7
11
5
10
14
15
16
11
50
9
191
4
2
4
9
6
8
6
3
3
30
34
15
11
1
33
28
92
17
14
27
36
27
29
13
14
29
6
11
13
27
24
426
10
2
27
168
41
19
29
19
7
6
222
17
14
2
13
3
3
4
23
31
5
23
204
6
20
5
32
14
109
12
4
2
16
12
3
5
25
19
9
16
9
14
16
7
8
11
8
11
14
41
9
27
36
1
30
174
11
18
24
20
23
11
25
17
3
12
15
31
143
12
1
40
7
124
63
36
1
240
14
13
8
3
56
61
48
16
23
102
5
2
1
1
1
12
14
61
41
97
3
31
122
51
17
4
2
17
28
8
3
6
14
16
22
41
7
11
43
13
159
23
23
65
10
19
15
16
44
30
3
2
11
1
8
141
3
8
30
92
167
15
249
1
48
10
24
19
29
31
24
35
27
18
8
3
5
4
21
1
2
10
16
13
7
6
7
4
213
1
62
4
3
116
205
69
4
102
5
2
17
12
20
26
8
16
7
11
1
14
14
2
6
17
55
12
13
4
1
7
38
20
63
36
1
4
5
15
12
4
4
16
6
9
4
41
12
10
52
2
3
18
32
23
9
13
91
4
8
5
4
1
4
4
11
50
17
7
20
4
5
2
2
2
3
7
38
13
11
35
15
10
23
8
7
4
2
4
12
14
9
8
46
47
19
14
5
3
14
9
10
13
9
21
30
3
16
1
9
17
9
2
1
1
8
46
1
4
11
11
17
6
53
2
28
5
8
14
52
16
4
7
48
4
398
26
562
32
14
2
77
13
2
1
11
2
7
11
4
55
105
5
15
8
6
13
5
3
58
25
42
25
11
6
5
3
6
210
47
2
12
1
16
4
16
57
86
9
123
30
41
4
31
74
3
78
5
7
160
40
19
18
1
2
19
13
8
5
93
6
12
14
16
62
27
6
1
5
9
3
35
1
12
2
5
30
9
22
12
16
8
30
18
4
11
16
6
17
8
11
21
3
6
5
3
3
1
9
3
9
18
256
10
43
17
7
5
3
2
36
20
22
10
18
53
16
27
20
3
17
4
62
15
44
10
15
37
16
16
34
12
15
17
23
16
67
11
200
42
5
107
21
3
20
363
15
15
8
164
16
1
1
3
2
3
6
4
7
2
7
6
4
3
4
4
8
1
9
2
1
5
15
32
22
11
16
7
18
6
2
14
3
8
7
6
7
18
3
17
2
37
1
9
32
32
7
37
16
92
1
23
32
19
12
43
70
6
1
2
1
4
13
8
2
2
30
5
7
7
5
5
4
1
4
3
33
5
20
9
5
1
28
9
4
25
19
1
13
7
22
9
1
60
18
25
28
13
1
3
3
5
8
13
5
8
22
4
1
6
2
7
6
3
10
8
8
2
1
2
1
1
10
1
145
2
9
2
5
7
1
7
4
8
4
3
1
1
10
6
4
6
2
3
7
48
17
5
3
1
7
4
50
8
32
3
14
3
8
9
33
3
15
13
78
25
12
18
13
19
3
10
35
16
3
23
3
12
1
138
3
1
97
11
13
20
6
17
9
26
1
38
3
11
17
13
3
7
3
3
8
6
54
5
9
9
6
2
2
9
43
20
118
4
12
11
21
12
29
1
21
9
4
7
163
27
16
12
1
3
38
42
32
12
36
41
22
40
40
57
29
39
36
13
4
36
8
8
22
19
17
25
11
18
9
4
34
25
37
27
4
3
4
7
13
9
6
5
6
9
21
7
20
1
1
6
18
3
23
8
17
14
16
11
13
5
23
4
3
15
15
7
3
23
8
3
6
4
3
11
1
1
2
2
1
2
3
2
1
4
2
4
6
6
3
8
7
10
17
6
98
16
1
24
3
4
10
4
21
1
77
9
9
6
2
5
2
17
25
6
5
72
6
15
4
10
10
6
1
13
3
2
1
9
1
2
24
3
1
6
1
3
1
5
1
4
3
17
5
9
1
2
17
2
5
1
4
2
2
4
1
4
2
18
2
13
2
5
10
1
9
5
12
2
6
6
2
9
6
3
7
6
4
1
7
4
4
2
4
5
2
6
2
2
2
14
4
4
3
1
1
1
2
7
2
1
1
14
3
3
2
4
2
7
1
5
1
8
1
5
3
1
3
5
1
1
8
2
2
1
4
3
49
3
1
2
37
1
1
3
7
5
16
1
10
